Order_ID,Customer_ID,Product_ID,Supplier_ID,Warehouse_ID,Order_Date,Ship_Date,Promised_Delivery_Date,Actual_Delivery_Date,Ship_Mode,Carrier,Order_Quantity,Shipped_Quantity,Unit_Price,Unit_Cost,Revenue,COGS,Shipping_Cost,Processing_Days,Transit_Days,Delay_Days,Delivery_Status,Fill_Rate_Pct
ORD105273,CUST00167,PRD1022,SUP001,WH11,2024-09-17,2024-09-26,2024-10-01,2024-10-08,Rail,Indian Railways Freight,2,2,10.09,7.29,20.18,14.58,2.66,9,12,7,Delayed,100
ORD105274,CUST00298,PRD1044,SUP003,WH01,2023-07-31,2023-08-07,2023-08-14,2023-08-13,Road,BlueDart,1,1,85.45,54.42,85.45,54.42,1.3,7,6,0,On-Time,100
ORD105275,CUST00169,PRD1057,SUP007,WH16,2023-11-14,2023-11-17,2023-11-21,2023-11-20,Air,DHL,10,10,149.05,105.57,1490.5,1055.7,29.25,3,3,0,On-Time,100
ORD105276,CUST00451,PRD1014,SUP001,WH19,2024-11-06,2024-11-09,2024-11-20,2024-11-15,Road,XPO Logistics,5,4,161.64,100.86,808.2,504.3,6.18,3,6,0,On-Time,90.6
ORD105277,CUST00563,PRD1083,SUP016,WH19,2024-11-16,2024-11-22,2024-11-30,2024-11-26,Road,Schenker,45,45,20.41,12.95,918.45,582.75,62.44,6,4,0,On-Time,100
ORD105278,CUST00271,PRD1073,SUP032,WH11,2023-05-25,2023-05-30,2023-06-08,2023-06-08,Rail,Indian Railways Freight,1,1,36.35,21.88,36.35,21.88,1.19,5,9,0,On-Time,100
ORD105279,CUST00172,PRD1057,SUP007,WH02,2024-10-13,2024-10-19,2024-10-27,2024-10-21,Road,Schenker,52,52,149.05,105.57,7750.6,5489.64,68.7,6,2,0,On-Time,100
ORD105280,CUST00383,PRD1056,SUP022,WH20,2024-07-08,2024-07-11,2024-07-10,2024-07-12,Same-day,Dunzo Express,2,2,134.68,88.37,269.36,176.74,9.51,3,1,2,Slightly Delayed,100
ORD105281,CUST00626,PRD1015,SUP006,WH08,2024-10-30,2024-11-03,2024-11-13,2024-11-08,Road,XPO Logistics,2,1,33.19,21.11,66.38,42.22,3.05,4,5,0,On-Time,87.3
ORD105282,CUST00184,PRD1061,SUP018,WH19,2023-10-12,2023-10-17,2023-10-19,2023-10-21,Air,DHL,4,2,127.91,79.95,511.64,319.8,15.06,5,4,2,Slightly Delayed,60.2
ORD105283,CUST00502,PRD1009,SUP008,WH17,2024-04-15,2024-04-19,2024-04-29,2024-05-02,Rail,DB Cargo,21,21,2110.5,1530.9,44320.5,32148.9,24.72,4,13,3,Slightly Delayed,100
ORD105284,CUST00406,PRD1006,SUP025,WH10,2023-01-02,2023-01-03,2023-01-09,2023-01-05,Air,FedEx,33,33,1746.8,1262.76,57644.4,41671.08,122.03,1,2,0,On-Time,100
ORD105285,CUST00309,PRD1047,SUP032,WH12,2023-11-08,2023-11-12,2023-11-22,2023-11-17,Road,XPO Logistics,63,63,47.51,28.32,2993.13,1784.16,95.52,4,5,0,On-Time,100
ORD105286,CUST00482,PRD1050,SUP027,WH12,2023-07-17,2023-07-19,2023-07-31,2023-08-01,Rail,Indian Railways Freight,71,54,117.58,68.13,8348.18,4837.23,70.42,2,13,1,Slightly Delayed,76.6
ORD105287,CUST00473,PRD1010,SUP018,WH01,2024-03-19,2024-03-25,2024-04-02,2024-03-29,Road,Schenker,12,12,2260.93,1510.98,27131.16,18131.76,14.83,6,4,0,On-Time,100
ORD105288,CUST00138,PRD1019,SUP013,WH20,2023-11-01,2023-11-05,2023-11-08,2023-11-07,Air,UPS Air,145,145,12.85,8.14,1863.25,1180.3,451.28,4,2,0,On-Time,100
ORD105289,CUST00576,PRD1089,SUP017,WH13,2024-03-04,2024-03-15,2024-03-06,2024-03-16,Same-day,Dunzo Express,476,476,57.43,37.87,27336.68,18026.12,2112.1,11,1,10,Delayed,100
ORD105290,CUST00430,PRD1059,SUP029,WH10,2023-01-13,2023-01-16,2023-01-20,2023-01-19,Air,FedEx,447,345,149.81,85.86,66965.07,38379.42,1658.05,3,3,0,On-Time,77.4
ORD105291,CUST00498,PRD1037,SUP029,WH14,2024-05-17,2024-05-18,2024-05-19,2024-05-19,Same-day,Dunzo Express,126,126,43.06,24.09,5425.56,3035.34,735.27,1,1,0,On-Time,100
ORD105292,CUST00229,PRD1007,SUP030,WH17,2024-01-22,2024-01-23,2024-01-29,2024-01-26,Air,DHL,1,1,1423.29,1015.08,1423.29,1015.08,2.97,1,3,0,On-Time,100
ORD105293,CUST00061,PRD1006,SUP025,WH01,2024-09-10,2024-09-19,2024-09-24,2024-09-26,Road,BlueDart,7,7,1746.8,1262.76,12227.6,8839.32,9.34,9,7,2,Slightly Delayed,100
ORD105294,CUST00820,PRD1058,SUP013,WH04,2023-10-03,2023-10-04,2023-10-05,2023-10-05,Same-day,Local Courier,8,8,89.49,63.87,715.92,510.96,39.76,1,1,0,On-Time,100
ORD105295,CUST00218,PRD1073,SUP032,WH05,2024-03-29,2024-04-03,2024-04-12,2024-04-09,Road,Schenker,35,35,36.35,21.88,1272.25,765.8,61.02,5,6,0,On-Time,100
ORD105296,CUST00346,PRD1073,SUP032,WH09,2023-02-03,2023-02-09,2023-02-10,2023-02-12,Air,UPS Air,16,16,36.35,21.88,581.6,350.08,56.64,6,3,2,Slightly Delayed,100
ORD105297,CUST00186,PRD1034,SUP013,WH15,2023-06-02,2023-06-08,2023-06-16,2023-06-19,Rail,DB Cargo,59,59,27.03,18,1594.77,1062,58.15,6,11,3,Slightly Delayed,100
ORD105298,CUST00545,PRD1062,SUP016,WH01,2024-04-25,2024-04-29,2024-05-09,2024-05-06,Road,Schenker,79,79,93.55,64.13,7390.45,5066.27,121.84,4,7,0,On-Time,100
ORD105299,CUST00074,PRD1064,SUP007,WH03,2024-04-11,2024-04-19,2024-04-25,2024-04-24,Road,Schenker,4,2,91.59,56.02,366.36,224.08,5.12,8,5,0,On-Time,66.9
ORD105300,CUST00101,PRD1050,SUP027,WH12,2023-07-01,2023-07-05,2023-07-08,2023-07-08,Air,DHL,9,9,117.58,68.13,1058.22,613.17,31.07,4,3,0,On-Time,100
ORD105301,CUST00182,PRD1089,SUP003,WH02,2024-08-06,2024-08-10,2024-08-20,2024-08-16,Road,BlueDart,216,216,57.43,37.87,12404.88,8179.92,267.91,4,6,0,On-Time,100
ORD105302,CUST00718,PRD1042,SUP005,WH15,2023-04-29,2023-05-01,2023-05-06,2023-05-03,Air,FedEx,246,246,28.61,19.39,7038.06,4769.94,748.58,2,2,0,On-Time,100
ORD105303,CUST00149,PRD1019,SUP013,WH13,2023-12-02,2023-12-06,2023-12-16,2023-12-16,Rail,Indian Railways Freight,9,7,12.85,8.14,115.65,73.26,10.83,4,10,0,On-Time,80.4
ORD105304,CUST00274,PRD1035,SUP020,WH03,2024-07-01,2024-07-03,2024-07-15,2024-07-11,Road,XPO Logistics,4,4,57.68,38.57,230.72,154.28,5.32,2,8,0,On-Time,100
ORD105305,CUST00727,PRD1077,SUP004,WH20,2023-05-02,2023-05-04,2023-05-09,2023-05-08,Air,DHL,2,2,7.97,4.6,15.94,9.2,6.96,2,4,0,On-Time,100
ORD105306,CUST00331,PRD1041,SUP015,WH04,2024-10-17,2024-10-19,2024-10-31,2024-10-28,Road,Schenker,4,4,54.32,34.46,217.28,137.84,7.17,2,9,0,On-Time,100
ORD105307,CUST00772,PRD1047,SUP032,WH18,2023-08-30,2023-09-03,2023-10-04,2023-10-03,Sea,CMA CGM,93,93,47.51,28.32,4418.43,2633.76,63.78,4,30,0,On-Time,100
ORD105308,CUST00149,PRD1015,SUP017,WH19,2023-03-06,2023-03-16,2023-04-10,2023-04-14,Sea,Maersk,9,9,33.19,21.11,298.71,189.99,7.83,10,29,4,Delayed,100
ORD105309,CUST00134,PRD1090,SUP020,WH03,2023-01-24,2023-01-31,2023-02-07,2023-02-07,Rail,Indian Railways Freight,8,8,45.29,25.62,362.32,204.96,8.24,7,7,0,On-Time,100
ORD105310,CUST00221,PRD1038,SUP015,WH15,2024-09-04,2024-09-07,2024-09-18,2024-09-14,Road,BlueDart,6,6,78.67,53.76,472.02,322.56,10.47,3,7,0,On-Time,100
ORD105311,CUST00454,PRD1069,SUP004,WH13,2023-08-17,2023-08-20,2023-08-31,2023-08-26,Road,BlueDart,303,303,100.21,57.12,30363.63,17307.36,365.24,3,6,0,On-Time,100
ORD105312,CUST00892,PRD1011,SUP022,WH17,2023-03-16,2023-03-19,2023-04-20,2023-04-13,Sea,MSC,78,78,161.02,98.37,12559.56,7672.86,53.02,3,25,0,On-Time,100
ORD105313,CUST00150,PRD1002,SUP008,WH04,2024-03-12,2024-03-13,2024-03-19,2024-03-16,Air,UPS Air,64,64,228.68,127.46,14635.52,8157.44,231.21,1,3,0,On-Time,100
ORD105314,CUST00448,PRD1066,SUP019,WH15,2023-11-12,2023-11-13,2023-11-19,2023-11-15,Air,DHL,91,91,439.6,250.67,40003.6,22810.97,347.81,1,2,0,On-Time,100
ORD105315,CUST00300,PRD1049,SUP031,WH03,2024-04-22,2024-04-25,2024-04-29,2024-04-26,Air,UPS Air,3,3,67.1,42.17,201.3,126.51,11.53,3,1,0,On-Time,100
ORD105316,CUST00306,PRD1000,SUP004,WH11,2024-07-24,2024-07-26,2024-07-31,2024-07-29,Air,DHL,9,9,1170.6,734.28,10535.4,6608.52,26.85,2,3,0,On-Time,100
ORD105317,CUST00398,PRD1044,SUP003,WH05,2024-11-25,2024-11-26,2024-11-27,2024-11-27,Same-day,Dunzo Express,89,89,85.45,54.42,7605.05,4843.38,391.63,1,1,0,On-Time,100
ORD105318,CUST00377,PRD1062,SUP016,WH06,2024-12-20,2024-12-26,2024-12-27,2024-12-30,Air,UPS Air,71,71,93.55,64.13,6642.05,4553.23,263.78,6,4,3,Slightly Delayed,100
ORD105319,CUST00434,PRD1000,SUP009,WH11,2023-03-27,2023-04-04,2023-04-10,2023-04-16,Rail,DB Cargo,76,56,1170.6,734.28,88965.6,55805.28,85.23,8,12,6,Delayed,73.7
ORD105320,CUST00299,PRD1011,SUP022,WH05,2024-09-15,2024-09-19,2024-09-29,2024-09-24,Road,BlueDart,3,3,161.02,98.37,483.06,295.11,4.85,4,5,0,On-Time,100
ORD105321,CUST00522,PRD1078,SUP027,WH10,2023-09-28,2023-09-30,2023-10-12,2023-10-07,Road,Schenker,5,5,7.43,4.63,37.15,23.15,7.17,2,7,0,On-Time,100
ORD105322,CUST00451,PRD1044,SUP012,WH12,2024-01-07,2024-01-08,2024-02-11,2024-01-31,Sea,CMA CGM,5,5,85.45,54.42,427.25,272.1,3.68,1,23,0,On-Time,100
ORD105323,CUST00701,PRD1001,SUP026,WH18,2023-08-26,2023-08-28,2023-09-02,2023-08-29,Air,DHL,368,368,1184.48,692.28,435888.64,254759.04,1075.9,2,1,0,On-Time,100
ORD105324,CUST00704,PRD1018,SUP020,WH01,2024-12-15,2024-12-19,2024-12-29,2024-12-26,Road,BlueDart,5,5,13.96,8.53,69.8,42.65,8,4,7,0,On-Time,100
ORD105325,CUST00548,PRD1039,SUP022,WH06,2024-06-02,2024-06-05,2024-07-07,2024-06-29,Sea,Maersk,365,365,57.05,38.41,20823.25,14019.65,258.55,3,24,0,On-Time,100
ORD105326,CUST00327,PRD1046,SUP016,WH01,2024-12-11,2024-12-14,2024-12-25,2024-12-17,Road,XPO Logistics,9,9,73.67,43.52,663.03,391.68,13.61,3,3,0,On-Time,100
ORD105327,CUST00187,PRD1011,SUP022,WH02,2023-05-01,2023-05-03,2023-05-15,2023-05-09,Road,XPO Logistics,6,6,161.02,98.37,966.12,590.22,8.2,2,6,0,On-Time,100
ORD105328,CUST00254,PRD1077,SUP004,WH03,2024-01-15,2024-01-22,2024-01-22,2024-01-26,Air,FedEx,368,368,7.97,4.6,2932.96,1692.8,1243.19,7,4,4,Delayed,100
ORD105329,CUST00999,PRD1046,SUP016,WH11,2023-09-12,2023-09-14,2023-09-19,2023-09-15,Air,FedEx,70,70,73.67,43.52,5156.9,3046.4,275.5,2,1,0,On-Time,100
ORD105330,CUST00109,PRD1064,SUP007,WH20,2023-09-06,2023-09-07,2023-09-13,2023-09-10,Air,DHL,6,3,91.59,56.02,549.54,336.12,18.8,1,3,0,On-Time,65.8
ORD105331,CUST00266,PRD1040,SUP015,WH14,2023-05-31,2023-06-03,2023-06-14,2023-06-09,Rail,DB Cargo,42,42,35.11,25.69,1474.62,1078.98,55.71,3,6,0,On-Time,100
ORD105332,CUST00655,PRD1012,SUP019,WH18,2024-05-09,2024-05-18,2024-05-11,2024-05-19,Same-day,Dunzo Express,7,7,173.41,110.98,1213.87,776.86,28.93,9,1,8,Delayed,100
ORD105333,CUST00909,PRD1000,SUP024,WH05,2023-01-20,2023-01-29,2023-02-03,2023-02-07,Road,XPO Logistics,413,413,1170.6,734.28,483457.8,303257.64,523.38,9,9,4,Delayed,100
ORD105334,CUST00165,PRD1088,SUP021,WH07,2024-06-19,2024-06-28,2024-06-26,2024-07-02,Air,DHL,5,5,68.52,38.51,342.6,192.55,14.23,9,4,6,Delayed,100
ORD105335,CUST00106,PRD1037,SUP011,WH05,2024-06-15,2024-06-20,2024-06-29,2024-06-28,Road,BlueDart,6,6,43.06,24.09,258.36,144.54,9.09,5,8,0,On-Time,100
ORD105336,CUST00083,PRD1066,SUP016,WH20,2023-07-13,2023-07-17,2023-07-20,2023-07-19,Air,FedEx,64,42,439.6,250.67,28134.4,16042.88,231.46,4,2,0,On-Time,66
ORD105337,CUST00204,PRD1020,SUP024,WH08,2024-06-02,2024-06-11,2024-06-09,2024-06-12,Air,UPS Air,4,4,20.59,14.08,82.36,56.32,14.78,9,1,3,Slightly Delayed,100
ORD105338,CUST00565,PRD1067,SUP027,WH08,2023-05-17,2023-05-19,2023-05-31,2023-05-25,Road,XPO Logistics,28,28,475.72,279.68,13320.16,7831.04,35.29,2,6,0,On-Time,100
ORD105339,CUST00362,PRD1090,SUP030,WH17,2024-01-18,2024-01-24,2024-02-01,2024-02-02,Road,BlueDart,1,1,45.29,25.62,45.29,25.62,1.25,6,9,1,Slightly Delayed,100
ORD105340,CUST00312,PRD1017,SUP007,WH12,2023-01-26,2023-01-29,2023-02-02,2023-01-30,Air,DHL,2,2,11.79,8.43,23.58,16.86,5.6,3,1,0,On-Time,100
ORD105341,CUST00846,PRD1036,SUP024,WH08,2023-12-12,2023-12-25,2023-12-26,2024-01-04,Road,Schenker,9,9,46.61,27.97,419.49,251.73,12.95,13,10,9,Delayed,100
ORD105342,CUST00239,PRD1086,SUP027,WH10,2023-04-02,2023-04-06,2023-04-16,2023-04-13,Road,XPO Logistics,352,352,12.75,9.37,4488,3298.24,550.57,4,7,0,On-Time,100
ORD105343,CUST00573,PRD1060,SUP028,WH03,2024-12-07,2024-12-20,2024-12-21,2024-12-30,Road,BlueDart,74,74,81.02,49.19,5995.48,3640.06,132.93,13,10,9,Delayed,100
ORD105344,CUST00536,PRD1074,SUP012,WH02,2024-12-22,2024-12-24,2024-12-29,2024-12-25,Air,UPS Air,4,3,34.44,23.74,137.76,94.96,14.95,2,1,0,On-Time,94.3
ORD105345,CUST00453,PRD1078,SUP031,WH18,2024-04-08,2024-04-11,2024-04-22,2024-04-16,Rail,DB Cargo,92,92,7.43,4.63,683.56,425.96,99.54,3,5,0,On-Time,100
ORD105346,CUST00112,PRD1049,SUP031,WH01,2023-04-27,2023-04-29,2023-05-11,2023-05-05,Road,Schenker,3,1,67.1,42.17,201.3,126.51,4.03,2,6,0,On-Time,62.6
ORD105347,CUST00401,PRD1019,SUP013,WH01,2024-07-08,2024-07-14,2024-07-15,2024-07-17,Air,DHL,7,7,12.85,8.14,89.95,56.98,24.39,6,3,2,Slightly Delayed,100
ORD105348,CUST00531,PRD1086,SUP025,WH04,2023-05-05,2023-05-15,2023-05-12,2023-05-18,Air,UPS Air,79,79,12.75,9.37,1007.25,740.23,293.05,10,3,6,Delayed,100
ORD105349,CUST00472,PRD1071,SUP003,WH03,2024-03-18,2024-03-20,2024-04-01,2024-03-24,Road,Schenker,86,86,86.73,52.61,7458.78,4524.46,125.15,2,4,0,On-Time,100
ORD105350,CUST00278,PRD1009,SUP008,WH12,2024-06-25,2024-06-28,2024-07-09,2024-07-06,Road,Schenker,29,29,2110.5,1530.9,61204.5,44396.1,38.25,3,8,0,On-Time,100
ORD105351,CUST00414,PRD1009,SUP025,WH20,2023-01-16,2023-01-19,2023-01-30,2023-01-22,Road,Schenker,3,3,2110.5,1530.9,6331.5,4592.7,3.97,3,3,0,On-Time,100
ORD105352,CUST00872,PRD1047,SUP032,WH15,2023-04-19,2023-04-21,2023-05-03,2023-04-29,Road,BlueDart,7,7,47.51,28.32,332.57,198.24,12.01,2,8,0,On-Time,100
ORD105353,CUST00404,PRD1081,SUP012,WH20,2023-12-08,2023-12-12,2023-12-10,2023-12-13,Same-day,Local Courier,6,6,22.49,14.73,134.94,88.38,29.39,4,1,3,Slightly Delayed,100
ORD105354,CUST00167,PRD1087,SUP021,WH12,2023-03-17,2023-03-21,2023-03-24,2023-03-22,Air,FedEx,3,3,19.66,13.75,58.98,41.25,11.89,4,1,0,On-Time,100
ORD105355,CUST00112,PRD1067,SUP027,WH02,2023-01-02,2023-01-09,2023-01-09,2023-01-11,Air,FedEx,5,5,475.72,279.68,2378.6,1398.4,17.01,7,2,2,Slightly Delayed,100
ORD105356,CUST00308,PRD1000,SUP009,WH08,2023-06-28,2023-07-02,2023-07-12,2023-07-05,Rail,Indian Railways Freight,1,1,1170.6,734.28,1170.6,734.28,1.28,4,3,0,On-Time,100
ORD105357,CUST00713,PRD1052,SUP028,WH19,2023-12-08,2023-12-11,2023-12-22,2023-12-15,Road,XPO Logistics,450,450,102.88,63.67,46296,28651.5,663.04,3,4,0,On-Time,100
ORD105358,CUST00604,PRD1026,SUP016,WH14,2023-04-26,2023-04-28,2023-05-03,2023-04-30,Air,FedEx,4,3,25.29,17.64,101.16,70.56,15.91,2,2,0,On-Time,90.3
ORD105359,CUST00426,PRD1091,SUP027,WH18,2023-08-06,2023-08-14,2023-08-20,2023-08-21,Road,BlueDart,10,10,75.2,42.13,752,421.3,15.71,8,7,1,Slightly Delayed,100
ORD105360,CUST00401,PRD1064,SUP007,WH19,2024-06-08,2024-06-11,2024-06-22,2024-06-20,Road,Schenker,4,4,91.59,56.02,366.36,224.08,6.41,3,9,0,On-Time,100
ORD105361,CUST00576,PRD1075,SUP004,WH15,2024-05-14,2024-05-22,2024-05-16,2024-05-23,Same-day,Dunzo Express,312,312,26.18,17.97,8168.16,5606.64,1301.83,8,1,7,Delayed,100
ORD105362,CUST00547,PRD1033,SUP028,WH02,2024-07-23,2024-07-25,2024-08-06,2024-08-01,Road,BlueDart,77,77,47.15,32.52,3630.55,2504.04,134.87,2,7,0,On-Time,100
ORD105363,CUST00497,PRD1060,SUP028,WH19,2023-04-04,2023-04-16,2023-04-18,2023-04-23,Road,BlueDart,112,112,81.02,49.19,9074.24,5509.28,165.54,12,7,5,Delayed,100
ORD105364,CUST00832,PRD1049,SUP031,WH03,2023-11-13,2023-11-17,2023-11-27,2023-11-22,Road,BlueDart,2,2,67.1,42.17,134.2,84.34,3.2,4,5,0,On-Time,100
ORD105365,CUST00130,PRD1087,SUP021,WH19,2024-05-16,2024-05-19,2024-05-30,2024-05-24,Rail,Indian Railways Freight,452,452,19.66,13.75,8886.32,6215,471.63,3,5,0,On-Time,100
ORD105366,CUST00187,PRD1039,SUP022,WH07,2023-05-24,2023-05-28,2023-06-07,2023-06-06,Road,XPO Logistics,9,9,57.05,38.41,513.45,345.69,15.24,4,9,0,On-Time,100
ORD105367,CUST00599,PRD1011,SUP022,WH15,2024-09-17,2024-09-20,2024-09-24,2024-09-23,Air,FedEx,7,7,161.02,98.37,1127.14,688.59,27.52,3,3,0,On-Time,100
ORD105368,CUST00588,PRD1033,SUP028,WH01,2024-04-09,2024-04-13,2024-04-16,2024-04-16,Air,DHL,2,2,47.15,32.52,94.3,65.04,7.26,4,3,0,On-Time,100
ORD105369,CUST00149,PRD1072,SUP019,WH17,2023-08-19,2023-08-27,2023-09-02,2023-09-03,Rail,DB Cargo,1,0,17.2,12.09,17.2,12.09,1.38,8,7,1,Slightly Delayed,71.3
ORD105370,CUST00455,PRD1008,SUP001,WH05,2023-07-05,2023-07-11,2023-07-07,2023-07-12,Same-day,Local Courier,2,2,3363.85,2063.1,6727.7,4126.2,10.75,6,1,5,Delayed,100
ORD105371,CUST00494,PRD1081,SUP012,WH16,2024-10-29,2024-10-30,2024-11-05,2024-11-01,Air,FedEx,4,4,22.49,14.73,89.96,58.92,15.92,1,2,0,On-Time,100
ORD105372,CUST00636,PRD1004,SUP006,WH05,2024-09-03,2024-09-06,2024-09-17,2024-09-16,Rail,DB Cargo,1,0,1379.25,803.31,1379.25,803.31,1.44,3,10,0,On-Time,89.2
ORD105373,CUST00448,PRD1035,SUP020,WH18,2024-12-22,2024-12-27,2025-01-05,2025-01-03,Road,XPO Logistics,14,11,57.68,38.57,807.52,539.98,16.81,5,7,0,On-Time,83.1
ORD105374,CUST00254,PRD1063,SUP029,WH06,2023-02-07,2023-02-12,2023-02-14,2023-02-13,Air,DHL,74,74,41.6,23.72,3078.4,1755.28,254.66,5,1,0,On-Time,100
ORD105375,CUST00729,PRD1073,SUP032,WH19,2023-07-29,2023-08-04,2023-08-05,2023-08-07,Air,FedEx,4,3,36.35,21.88,145.4,87.52,14.14,6,3,2,Slightly Delayed,78.9
ORD105376,CUST00034,PRD1046,SUP012,WH17,2024-03-07,2024-03-10,2024-03-14,2024-03-13,Air,DHL,18,18,73.67,43.52,1326.06,783.36,62.07,3,3,0,On-Time,100
ORD105377,CUST00665,PRD1073,SUP032,WH03,2023-09-08,2023-09-28,2023-09-22,2023-10-04,Road,XPO Logistics,95,95,36.35,21.88,3453.25,2078.6,135.65,20,6,12,Delayed,100
ORD105378,CUST00308,PRD1043,SUP004,WH09,2023-05-09,2023-05-18,2023-05-23,2023-05-21,Road,Schenker,7,7,61.99,42.52,433.93,297.64,10.83,9,3,0,On-Time,100
ORD105379,CUST00426,PRD1007,SUP010,WH13,2023-10-28,2023-11-04,2023-11-11,2023-11-13,Rail,Indian Railways Freight,5,5,1423.29,1015.08,7116.45,5075.4,5.2,7,9,2,Slightly Delayed,100
ORD105380,CUST01135,PRD1025,SUP020,WH02,2024-03-05,2024-03-10,2024-03-07,2024-03-11,Same-day,Dunzo Express,40,40,853.69,490.02,34147.6,19600.8,178.31,5,1,4,Delayed,100
ORD105381,CUST00676,PRD1006,SUP025,WH05,2024-11-07,2024-11-12,2024-11-14,2024-11-16,Air,DHL,3,3,1746.8,1262.76,5240.4,3788.28,10.71,5,4,2,Slightly Delayed,100
ORD105382,CUST00614,PRD1077,SUP004,WH06,2024-05-31,2024-06-01,2024-06-14,2024-06-10,Road,Schenker,11,11,7.97,4.6,87.67,50.6,16,1,9,0,On-Time,100
ORD105383,CUST00104,PRD1070,SUP025,WH01,2024-11-29,2024-12-03,2024-12-01,2024-12-04,Same-day,Dunzo Express,56,56,122.52,90.48,6861.12,5066.88,330.42,4,1,3,Slightly Delayed,100
ORD105384,CUST00300,PRD1091,SUP021,WH01,2024-10-25,2024-11-01,2024-11-08,2024-11-06,Rail,Indian Railways Freight,4,4,75.2,42.13,300.8,168.52,5.2,7,5,0,On-Time,100
ORD105385,CUST00714,PRD1002,SUP008,WH15,2024-10-10,2024-10-13,2024-10-24,2024-10-22,Road,XPO Logistics,9,9,228.68,127.46,2058.12,1147.14,14.66,3,9,0,On-Time,100
ORD105386,CUST00432,PRD1091,SUP021,WH01,2023-10-22,2023-10-26,2023-10-29,2023-10-29,Air,FedEx,2,2,75.2,42.13,150.4,84.26,6.52,4,3,0,On-Time,100
ORD105387,CUST00159,PRD1082,SUP005,WH02,2023-08-07,2023-08-11,2023-08-14,2023-08-14,Air,FedEx,22,22,22.75,13.92,500.5,306.24,63.47,4,3,0,On-Time,100
ORD105388,CUST00383,PRD1044,SUP003,WH20,2024-09-10,2024-09-12,2024-09-24,2024-09-20,Road,XPO Logistics,1,1,85.45,54.42,85.45,54.42,1.34,2,8,0,On-Time,100
ORD105389,CUST00611,PRD1014,SUP001,WH14,2023-02-03,2023-02-07,2023-03-10,2023-03-03,Sea,MSC,111,77,161.64,100.86,17942.04,11195.46,98.51,4,24,0,On-Time,70
ORD105390,CUST00552,PRD1074,SUP013,WH09,2024-04-17,2024-04-21,2024-04-24,2024-04-22,Air,UPS Air,55,55,34.44,23.74,1894.2,1305.7,170.06,4,1,0,On-Time,100
ORD105391,CUST00055,PRD1035,SUP011,WH02,2024-11-08,2024-11-12,2024-11-15,2024-11-15,Air,UPS Air,91,88,57.68,38.57,5248.88,3509.87,356.93,4,3,0,On-Time,97.5
ORD105392,CUST00270,PRD1080,SUP028,WH04,2023-12-21,2023-12-28,2023-12-28,2024-01-02,Air,UPS Air,9,9,11.17,7.65,100.53,68.85,32.19,7,5,5,Delayed,100
ORD105393,CUST00496,PRD1081,SUP001,WH20,2023-05-26,2023-05-27,2023-06-09,2023-06-04,Road,XPO Logistics,9,6,22.49,14.73,202.41,132.57,13.48,1,8,0,On-Time,68.6
ORD105394,CUST00185,PRD1010,SUP018,WH15,2024-01-28,2024-01-31,2024-02-04,2024-02-02,Air,FedEx,5,5,2260.93,1510.98,11304.65,7554.9,17.74,3,2,0,On-Time,100
ORD105395,CUST00211,PRD1037,SUP029,WH03,2023-05-27,2023-05-31,2023-06-10,2023-06-06,Road,BlueDart,10,7,43.06,24.09,430.6,240.9,14.71,4,6,0,On-Time,71.2
ORD105396,CUST00052,PRD1037,SUP029,WH11,2023-10-31,2023-11-03,2023-11-14,2023-11-08,Road,Schenker,3,3,43.06,24.09,129.18,72.27,4.32,3,5,0,On-Time,100
ORD105397,CUST00498,PRD1071,SUP025,WH20,2024-10-05,2024-10-06,2024-11-09,2024-11-01,Sea,MSC,418,418,86.73,52.61,36253.14,21990.98,378.48,1,26,0,On-Time,100
ORD105398,CUST00339,PRD1039,SUP028,WH08,2023-09-18,2023-09-20,2023-09-25,2023-09-23,Air,DHL,3,3,57.05,38.41,171.15,115.23,8.69,2,3,0,On-Time,100
ORD105399,CUST00363,PRD1026,SUP016,WH14,2024-09-16,2024-09-17,2024-09-30,2024-09-29,Rail,DB Cargo,5,5,25.29,17.64,126.45,88.2,6.3,1,12,0,On-Time,100
ORD105400,CUST00951,PRD1082,SUP005,WH11,2024-03-16,2024-03-19,2024-03-23,2024-03-21,Air,DHL,71,71,22.75,13.92,1615.25,988.32,280,3,2,0,On-Time,100
ORD105401,CUST00576,PRD1025,SUP020,WH18,2023-04-26,2023-05-04,2023-05-10,2023-05-16,Rail,DB Cargo,451,451,853.69,490.02,385014.19,220999.02,514.77,8,12,6,Delayed,100
ORD105402,CUST00342,PRD1021,SUP011,WH05,2023-11-27,2023-12-05,2023-12-11,2023-12-08,Road,Schenker,387,387,15.38,9.1,5952.06,3521.7,570.36,8,3,0,On-Time,100
ORD105403,CUST00938,PRD1032,SUP017,WH20,2023-07-10,2023-07-17,2023-07-17,2023-07-19,Air,UPS Air,1,0,31.93,20.21,31.93,20.21,3.23,7,2,2,Slightly Delayed,68.4
ORD105404,CUST00249,PRD1044,SUP003,WH06,2024-01-14,2024-01-17,2024-01-28,2024-01-22,Road,Schenker,1,1,85.45,54.42,85.45,54.42,1.33,3,5,0,On-Time,100
ORD105405,CUST00340,PRD1031,SUP031,WH08,2023-02-07,2023-02-16,2023-02-14,2023-02-18,Air,UPS Air,44,44,93.17,53.63,4099.48,2359.72,151.34,9,2,4,Delayed,100
